frame,label,id,transform,bbox,image_path,detection_score,raw_pose_score,render_score
3,2,2,0.00421251617407 0.977766267165 0.209655387484 0.135438573346 -0.588772921963 0.171889952645 -0.789810287691 -0.0136571078754 -0.808287511391 -0.120112326483 0.576406391322 0.84947633878 0.0 0.0 0.0 1.0,340 154 130 131,,0.9492466,0.08953338,0.638091981411
3,3,3,-0.295509275966 0.883563968575 -0.363302878125 -0.0193785664339 -0.646282666678 -0.464951966734 -0.605093698018 -0.0315660537024 -0.703557376885 0.0559855522933 0.70842969684 0.832155537758 0.0 0.0 0.0 1.0,241 175 138 92,,0.9447807,0.11109148,0.0723870098591
4,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000004.png,,,
4,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
4,3,3,-0.446942465489 -0.149854975592 0.88192171922 -0.0136191863755 -0.561013684605 0.814856222495 -0.145852604867 -0.00432489151767 -0.696782662118 -0.55995787605 -0.448264541115 0.794510700661 0.0 0.0 0.0 1.0,245 176 135 91,,0.9759488,0.112380736,0.722534298897
4,2,2,0.0048455697708 -0.996397096467 0.0846719942197 0.130336898226 0.600429013123 -0.0648116764895 -0.797047330333 -0.008355145321 0.799663379587 0.0547016703783 0.597951675811 0.850584836007 0.0 0.0 0.0 1.0,339 161 130 123,,0.8919585,0.07634866,0.818375885487
5,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000005.png,,,
5,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
5,3,3,-0.333254680762 0.106660137288 -0.936784357717 -0.0230143217087 -0.584490587635 -0.80299323496 0.116501577561 -0.00675724946964 -0.739805427607 0.586366335768 0.329943100491 0.800621852128 0.0 0.0 0.0 1.0,245 176 136 90,,0.96482784,0.1115513,0.612933516502
5,2,2,0.00532353723466 0.983734168129 0.179551514632 0.135725753664 -0.594764771265 0.147457188995 -0.790260238324 -0.0124193890463 -0.803882159781 -0.102583935727 0.585875421329 0.848504709949 0.0 0.0 0.0 1.0,340 155 130 131,,0.96050733,0.07875718,0.651742219925
6,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000006.png,,,
6,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
6,3,3,-0.443958525588 -0.149472226128 0.883492434135 -0.0117934461007 -0.558424803389 0.817251198869 -0.142345414069 -0.00538838813622 -0.700758565069 -0.556559548982 -0.446294635773 0.793543874769 0.0 0.0 0.0 1.0,242 176 142 93,,0.9503086,0.11698559,0.732470154762
6,2,2,-0.0075312217767 -0.998263361362 0.0584255257618 0.136136662678 0.611666667652 -0.0508207300707 -0.789481564749 -0.0098710735532 0.791079748433 0.0297911858958 0.610987165873 0.85191179273 0.0 0.0 0.0 1.0,340 157 130 128,,0.9256079,0.09412817,0.804745793343
7,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000007.png,,,
7,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
7,3,3,-0.318589812327 0.131451269623 -0.938733772268 -0.0247833007338 -0.60035299583 -0.79436607386 0.0925138967855 -0.0077714212742 -0.733537191886 0.593045617482 0.331994101914 0.803120034847 0.0 0.0 0.0 1.0,246 177 134 90,,0.9229493,0.11218175,0.564982831478
7,2,2,0.0118547558713 0.985984875971 0.166413007666 0.13414399508 -0.588456159111 0.141433411298 -0.796062773261 -0.011740263184 -0.808442214117 -0.0884896294822 0.581885531618 0.847984095966 0.0 0.0 0.0 1.0,338 155 128 127,,0.8694803,0.07219492,0.678718924522
8,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000008.png,,,
8,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
8,3,3,-0.300862926454 0.289207584783 -0.908757653277 -0.0317873235968 -0.587214580635 -0.807020860593 -0.0624208847879 -0.00744416590389 -0.751438976747 0.514855614199 0.412629568442 0.807595021079 0.0 0.0 0.0 1.0,247 176 133 92,,0.963543,0.11252537,0.484829246998
8,2,2,0.00733225580894 -0.99827459311 0.058258688421 0.130716935413 0.60574724163 -0.0419203963053 -0.794552049668 -0.00826531163566 0.795623351393 0.0411158986937 0.604394710096 0.851055057593 0.0 0.0 0.0 1.0,341 156 129 130,,0.95206994,0.09209816,0.82495367527
9,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000009.png,,,
9,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
9,3,3,-0.201901772507 0.912328581046 -0.356219362845 -0.0290645608009 -0.768746615437 -0.372978897447 -0.519533813446 -0.0244501054155 -0.606847852029 0.168947631728 0.776654609348 0.837038106142 0.0 0.0 0.0 1.0,242 176 142 92,,0.9322344,0.11934876,0.145826816559
9,2,2,-0.0108374053587 0.977369877838 0.211259727684 0.137056372749 -0.594440517252 0.163589689352 -0.787323875534 -0.0126254460292 -0.804066553274 -0.134113889787 0.579215367953 0.849855109191 0.0 0.0 0.0 1.0,334 153 135 134,,0.903254,0.09296135,0.640654563904
10,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000010.png,,,
10,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
10,3,3,-0.319763106976 0.146361196098 -0.93612496799 -0.0226665472861 -0.609593552379 -0.788143688252 0.0850013386167 -0.00861278890758 -0.725360087346 0.597836036841 0.341240115959 0.802874880179 0.0 0.0 0.0 1.0,247 176 133 92,,0.9636085,0.1093585,0.586167931557
10,2,2,0.0342814819893 0.977227196062 0.209408183386 0.131676407715 -0.603483649582 0.187259792044 -0.775074999578 -0.0155739389664 -0.796638101449 -0.0998036951239 0.596160177938 0.850034349099 0.0 0.0 0.0 1.0,335 150 134 136,,0.9326374,0.07426046,0.497732967138
11,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000011.png,,,
11,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
11,2,2,-0.00272934029986 -0.998315221396 0.0579592048852 0.135038930141 0.609597890139 -0.0476059669236 -0.791280028973 -0.0106568242547 0.792706101301 0.0331721365406 0.608700785541 0.851130125657 0.0 0.0 0.0 1.0,341 154 128 131,,0.94959635,0.06706756,0.757433652878
11,3,3,-0.449895587588 -0.126005531202 0.884147366888 -0.010790752136 -0.549578877962 0.819411880583 -0.162871811119 -0.0051056413208 -0.703958107537 -0.559184027012 -0.437899767947 0.794346773126 0.0 0.0 0.0 1.0,240 175 133 88,,0.90634716,0.11544325,0.699861228466
12,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000012.png,,,
12,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
12,3,3,-0.320881454413 0.176527395041 -0.930523063128 -0.0249538794873 -0.600330449568 -0.797812363454 0.0556667229287 -0.00852033175343 -0.732556102653 0.576483747837 0.36197796196 0.804696626181 0.0 0.0 0.0 1.0,246 176 134 92,,0.9625837,0.11342954,0.5475050807
12,2,2,-0.00350512837694 0.977869224121 0.20918770182 0.135683281931 -0.594418978892 0.166182480845 -0.78679696275 -0.0136317524692 -0.804147866756 -0.127102964474 0.580681534763 0.848902228446 0.0 0.0 0.0 1.0,339 154 130 132,,0.9303192,0.10910531,0.62789618969
13,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000013.png,,,
13,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
13,3,3,-0.303276770082 0.349526542281 -0.886484290312 -0.0313479924691 -0.584989853407 -0.802652850029 -0.116341195414 -0.0101792096327 -0.752203477883 0.483300733064 0.447895444585 0.810781114396 0.0 0.0 0.0 1.0,246 176 133 92,,0.9546225,0.110450484,0.438268005848
13,2,2,-0.0130442102959 -0.99734881645 0.0715904106902 0.133449249085 0.620033810351 -0.0642376286965 -0.781940919175 -0.0103058379745 0.784466648494 0.0341886733362 0.619227916051 0.851023613586 0.0 0.0 0.0 1.0,341 152 128 134,,0.9410481,0.06303988,0.735009908676
14,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018565 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000014.png,,,
14,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
14,3,3,-0.318535495815 0.489322818744 -0.811848703246 -0.0371436230978 -0.588633637189 -0.773425615684 -0.235208967036 -0.00901446494975 -0.742997697894 0.402959050104 0.534395382525 0.81625287112 0.0 0.0 0.0 1.0,246 176 134 91,,0.95511293,0.112958424,0.327812045813
14,2,2,-0.0154187966948 -0.998640075089 0.0498022201872 0.137590939065 0.625661714806 -0.0484882074006 -0.778586098238 -0.0119074316404 0.779942099989 0.0191544817253 0.625558491666 0.852243152147 0.0 0.0 0.0 1.0,336 152 132 135,,0.9312192,0.06521551,0.664986729622
15,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000015.png,,,
15,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
15,3,3,-0.453906615139 -0.1391341927 0.880119572078 -0.0123901531966 -0.552592327533 0.818807935854 -0.15554833247 -0.00451569290429 -0.699006798454 -0.556951739924 -0.448546825996 0.794162963925 0.0 0.0 0.0 1.0,242 177 142 91,,0.93902665,0.111534335,0.735118865967
15,2,2,0.0108962687515 0.978880839791 0.204141061075 0.135460649489 -0.59248377548 0.170777194564 -0.787272586599 -0.0108813318268 -0.80550868842 -0.112371932912 0.581831849913 0.846133786379 0.0 0.0 0.0 1.0,338 156 131 130,,0.9243469,0.10106908,0.621447682381
16,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000016.png,,,
16,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
16,3,3,-0.446944608963 -0.162152829712 0.879742562535 -0.0116644143982 -0.558302195259 0.818957740759 -0.132690910086 -0.00552125639406 -0.698955774916 -0.550467690847 -0.456559027997 0.794781902882 0.0 0.0 0.0 1.0,245 176 135 91,,0.96903014,0.11950608,0.7189193964
16,2,2,-0.00335352288244 0.971917604648 0.235297521575 0.13602342212 -0.605420626364 0.185301781021 -0.774034311335 -0.0118699381033 -0.795898623606 -0.145049714669 0.587797551217 0.847517782993 0.0 0.0 0.0 1.0,340 156 130 129,,0.9259142,0.0785313,0.583926022053
17,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000017.png,,,
17,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
17,2,2,-0.0181510521219 0.82877288679 0.559290659164 0.134832830712 -0.588070756801 0.443545389177 -0.676343309818 -0.0103219089845 -0.808605790421 -0.341178823875 0.479326283273 0.841441883017 0.0 0.0 0.0 1.0,341 154 129 132,,0.9612609,0.08532688,0.349054276943
17,3,3,-0.325063060711 0.130194207375 -0.936687501212 -0.0220806233809 -0.612657062757 -0.783514987133 0.103709152886 -0.00672730059186 -0.720406364502 0.607580227875 0.334456180509 0.801791851621 0.0 0.0 0.0 1.0,246 176 134 90,,0.93468225,0.11707914,0.616314351559
18,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000018.png,,,
18,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
18,2,2,0.0100118064181 -0.997575180136 0.0688732437827 0.132023950275 0.611163446527 -0.0484099548367 -0.790022605944 -0.0098409042656 0.791441094057 0.0500023624403 0.609196814165 0.851030457485 0.0 0.0 0.0 1.0,340 158 130 128,,0.94657123,0.08029558,0.829906046391
18,3,3,-0.452283050674 -0.138833652707 0.881002417107 -0.0123279306417 -0.558745225749 0.814040164571 -0.158563498852 -0.00432109956006 -0.695157402878 -0.563971477419 -0.445749209626 0.793991207388 0.0 0.0 0.0 1.0,243 177 142 91,,0.9429519,0.11186063,0.741028904915
19,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000019.png,,,
19,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
19,2,2,0.000480538482175 -0.997854761454 0.0654648312176 0.133957709243 0.617809030292 -0.051180599468 -0.784660785517 -0.00983761235202 0.78632803026 0.0408218235957 0.616459088299 0.850920579588 0.0 0.0 0.0 1.0,340 154 130 132,,0.9519014,0.07873437,0.805813729763
19,3,3,-0.459187978641 -0.141032466186 0.877072541899 -0.0112094486318 -0.544097005672 0.825105178441 -0.152183747255 -0.00437581570851 -0.702214247 -0.547093491088 -0.455613721609 0.793764505066 0.0 0.0 0.0 1.0,242 176 143 91,,0.9208165,0.11489438,0.739900350571
20,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000020.png,,,
20,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
20,3,3,-0.449343006988 -0.136140338769 0.882925064901 -0.0110548014067 -0.554166633229 0.817666475056 -0.155951525114 -0.00476675981678 -0.700706932095 -0.559363337849 -0.442857145798 0.794487767054 0.0 0.0 0.0 1.0,246 175 132 91,,0.96449274,0.120319,0.706377387047
20,2,2,-0.00190080313506 -0.997851530462 0.0654882439997 0.135137321185 0.61573625257 -0.0527695335126 -0.786183339688 -0.00994058811898 0.787950032818 0.038829106191 0.614513666483 0.851061108555 0.0 0.0 0.0 1.0,340 155 129 131,,0.92154473,0.069057226,0.799679398537
21,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000021.png,,,
21,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
21,3,3,-0.451015809911 -0.154227755692 0.879089607824 -0.0123044342957 -0.562011970095 0.8142328466 -0.145490264237 -0.00445977562966 -0.693344996867 -0.559677291742 -0.453909731586 0.79463522217 0.0 0.0 0.0 1.0,240 175 132 89,,0.94298047,0.11286861,0.727646589279
21,2,2,0.00125978997105 -0.998007113478 0.0630889402089 0.130276521159 0.61220287476 -0.0491147755066 -0.789173858515 -0.0093365410745 0.790699723704 0.0396174238738 0.6109209496 0.850328528801 0.0 0.0 0.0 1.0,340 157 130 128,,0.9281076,0.09154184,0.805477321148
22,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000022.png,,,
22,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
22,3,3,-0.295169563313 0.92312406516 -0.246407973119 -0.0199235613699 -0.691875846693 -0.384374142739 -0.611199092896 -0.0310498043298 -0.658925444688 -0.00992364431444 0.752142792046 0.837314805663 0.0 0.0 0.0 1.0,245 176 135 90,,0.95601344,0.12123959,0.136615619063
22,2,2,0.000486859014057 0.983717615833 0.179720380782 0.135451976542 -0.589205196888 0.145493288353 -0.794776030718 -0.0122818922206 -0.807983291244 -0.105505238469 0.579682366238 0.848059881587 0.0 0.0 0.0 1.0,339 156 130 130,,0.9293564,0.10464892,0.666219353676
23,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000023.png,,,
23,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
23,3,3,-0.450744119902 -0.147882596192 0.88031839474 -0.0119842872482 -0.552776845555 0.820584239822 -0.145186997951 -0.0041778867651 -0.700904770559 -0.55206181094 -0.45161959602 0.793579484247 0.0 0.0 0.0 1.0,242 176 142 92,,0.95177966,0.11389006,0.770204424858
23,2,2,0.0111591993625 -0.99707002027 0.0756759337418 0.131632663864 0.604786003715 -0.0535390044477 -0.79458634818 -0.00803685691393 0.796309840439 0.0546346930152 0.602416540559 0.850072699757 0.0 0.0 0.0 1.0,339 159 131 125,,0.90686685,0.09594376,0.844131469727
24,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000024.png,,,
24,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
24,3,3,-0.452680775508 -0.152498587669 0.878535313032 -0.0118841356557 -0.551307594333 0.822241957617 -0.141343905299 -0.00476509972751 -0.700813849689 -0.548326858629 -0.456286756536 0.79425084148 0.0 0.0 0.0 1.0,245 176 135 90,,0.94861156,0.11513922,0.745371341705
24,2,2,0.974820621157 -0.219864571196 0.0372065437865 0.121116870319 0.180878186816 0.682056545356 -0.708577413182 0.0106414006334 0.130414102389 0.697465726233 0.704651490191 0.88517206462 0.0 0.0 0.0 1.0,341 152 128 133,,0.9475955,0.07524904,0.0979944989085
25,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000025.png,,,
25,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
25,3,3,-0.333733615062 0.109590603575 -0.936275479646 -0.024167686115 -0.595460702895 -0.794483696918 0.119256893464 -0.00785696199408 -0.730786169468 0.59731528939 0.330402814116 0.803570349718 0.0 0.0 0.0 1.0,246 176 133 92,,0.94369227,0.10913933,0.594012022018
25,2,2,-0.00746825726361 -0.999682159506 0.0240791424018 0.129826097238 0.623604772932 -0.0234798347302 -0.781387090076 -0.0118800150203 0.781704107901 0.00918026831871 0.62358191953 0.851845261266 0.0 0.0 0.0 1.0,340 153 130 132,,0.9199319,0.08392116,0.662377715111
26,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000026.png,,,
26,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
26,2,2,0.00520952716632 -0.998509997359 0.05431984905 0.135933068937 0.614244583051 -0.0396696324145 -0.788117955928 -0.00983626515733 0.789098506537 0.0374713949328 0.613122696972 0.851276622749 0.0 0.0 0.0 1.0,340 153 129 133,,0.9487653,0.064737655,0.812689781189
26,3,3,-0.307237540437 0.239263734949 -0.921063493406 -0.0278458393984 -0.606437741491 -0.795119567334 -0.00425903025737 -0.00726972854965 -0.73337463785 0.55725913073 0.389389139264 0.806239232602 0.0 0.0 0.0 1.0,246 176 134 90,,0.94447386,0.12022365,0.545041680336
27,-1,-1,0.912166795768 -0.31096150277 0.266935723524 3.11551018564 -0.409366946023 -0.72195794274 0.557848933331 -1.33799379638 0.0192468231722 -0.618125935963 -0.785843424028 1.42831241689 0.0 0.0 0.0 1.0,,images/rgb_000027.png,,,
27,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
