frame,label,id,transform,bbox,image_path,detection_score,raw_pose_score,render_score
9,-1,-1,0.914792 -0.308988 0.260158 3.068686 -0.403620 -0.724291 0.559011 -1.316636 0.015702 -0.616384 -0.787290 1.428890 0.000000 0.000000 0.000000 1.000000,,images/rgb_000009.png,,,
9,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
9,4,4,-0.744169660595 0.65486048506 0.131792493552 0.0730392635253 0.418307740085 0.610674510547 -0.672380306637 -0.112901070374 -0.520797610242 -0.445235204443 -0.728378652825 0.817091432392 0.0 0.0 0.0 1.0,346 113 58 81,,0.9985916,0.2365572,0.287757277489
9,2,2,-0.0127511214611 0.995086740148 0.0981824245116 0.0896127368051 0.640121998848 -0.0673093168522 0.765319072319 -0.0476545749175 0.768167452768 0.0726074062778 -0.636118643856 0.885793635251 0.0 0.0 0.0 1.0,335 137 108 116,,0.8074634,0.07727014,0.567240834236
10,-1,-1,0.914792 -0.308988 0.260158 3.068686 -0.403620 -0.724291 0.559011 -1.316636 0.015702 -0.616384 -0.787290 1.428890 0.000000 0.000000 0.000000 1.000000,,images/rgb_000010.png,,,
10,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
10,4,4,-0.542369728338 0.839921386692 0.019160948841 0.0727839664334 0.620438019773 0.415810192886 -0.664950033546 -0.113060659566 -0.56647307209 -0.348760587896 -0.74664202328 0.817200089009 0.0 0.0 0.0 1.0,346 113 57 82,,0.9989033,0.19352072,0.282164752483
10,2,2,-0.020656367858 0.997284790356 0.0706849445875 0.0919427958456 0.620253362287 -0.0426669621475 0.78324025491 -0.0486474305511 0.784129505272 0.0600214733701 -0.617687899911 0.883673989512 0.0 0.0 0.0 1.0,329 125 119 132,,0.7072509,0.12760535,0.679906070232
11,-1,-1,0.914792 -0.308988 0.260158 3.068686 -0.403620 -0.724291 0.559011 -1.316636 0.015702 -0.616384 -0.787290 1.428890 0.000000 0.000000 0.000000 1.000000,,images/rgb_000011.png,,,
11,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
11,4,4,-0.0961965310346 -0.990324028448 0.10002272789 0.0736124320596 -0.77012821851 0.0103892423134 -0.637804508214 -0.107198926956 0.63059396958 -0.138384906409 -0.763675888847 0.812901687823 0.0 0.0 0.0 1.0,346 114 57 80,,0.998689,0.20084669,0.695322453976
11,2,2,-0.0119617751045 -0.14179915779 0.989823173494 0.118244615701 0.61724817941 -0.779830228891 -0.104256890053 -0.0410733815781 0.786677571151 0.609719454305 0.0968534258057 0.877260709228 0.0 0.0 0.0 1.0,330 123 117 135,,0.762729,0.06597901,0.515270531178
12,-1,-1,0.914792 -0.308988 0.260158 3.068686 -0.403620 -0.724291 0.559011 -1.316636 0.015702 -0.616384 -0.787290 1.428890 0.000000 0.000000 0.000000 1.000000,,images/rgb_000012.png,,,
12,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
12,4,4,-0.774403909782 0.618018389777 0.135469016428 0.073526984882 0.375784776238 0.621544084343 -0.68736362514 -0.114106087968 -0.509003326573 -0.481389884725 -0.713568071331 0.817043728554 0.0 0.0 0.0 1.0,346 113 57 82,,0.99866414,0.19825496,0.238778710365
12,2,2,-0.00201023492606 0.997226918063 0.0743937688631 0.0907274941033 0.630452303329 -0.0564827175578 0.774170262827 -0.0478719784653 0.776225387489 0.0484579870341 -0.628590463903 0.884796613964 0.0 0.0 0.0 1.0,329 125 119 129,,0.8394722,0.08132981,0.245087534189
13,-1,-1,0.914792 -0.308988 0.260158 3.068686 -0.403620 -0.724291 0.559011 -1.316636 0.015702 -0.616384 -0.787290 1.428890 0.000000 0.000000 0.000000 1.000000,,images/rgb_000013.png,,,
13,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
13,4,4,-0.433109465602 0.9013325507 0.00397792103052 0.0728494838955 0.677514292498 0.328464440999 -0.658092314542 -0.113444235736 -0.59446663007 -0.282330912315 -0.752926743903 0.817108900277 0.0 0.0 0.0 1.0,347 113 56 82,,0.9984484,0.22145236,0.265238791704
13,2,2,0.0130113179717 -0.995517869252 -0.0936743166712 0.0891465433231 0.590043186673 0.0832770966465 -0.803065354149 -0.056971361582 0.807266835356 -0.0448229536433 0.588482080748 0.887197994316 0.0 0.0 0.0 1.0,328 124 120 132,,0.7903107,0.15105712,0.5930570364
14,-1,-1,0.914792 -0.308988 0.260158 3.068686 -0.403620 -0.724291 0.559011 -1.316636 0.015702 -0.616384 -0.787290 1.428890 0.000000 0.000000 0.000000 1.000000,,images/rgb_000014.png,,,
14,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
14,4,4,0.997748955247 -0.0492779719496 0.0454830054497 0.0784121563904 -0.00440360378955 0.628635454902 0.777687644953 -0.0971037461059 -0.0669150997748 -0.776137324396 0.627003367696 0.825539705095 0.0 0.0 0.0 1.0,347 113 57 82,,0.9985121,0.21358785,0.381612122059
14,2,2,-0.021889328893 -0.126344203448 0.99174492665 0.118525479982 0.618431932213 -0.781133418103 -0.0858634284346 -0.0414242548711 0.785533450911 0.611447238426 0.0952337761606 0.876914079197 0.0 0.0 0.0 1.0,330 127 117 128,,0.8435956,0.06558027,0.445222735405
15,-1,-1,0.914792 -0.308988 0.260158 3.068686 -0.403620 -0.724291 0.559011 -1.316636 0.015702 -0.616384 -0.787290 1.428890 0.000000 0.000000 0.000000 1.000000,,images/rgb_000015.png,,,
15,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
15,4,4,-0.778482866761 0.617458115421 0.112738200539 0.0730003951174 0.388489630674 0.615076715208 -0.686116929734 -0.113440635527 -0.492991108458 -0.490332652502 -0.718702759749 0.816992414345 0.0 0.0 0.0 1.0,346 113 57 82,,0.9982241,0.20048156,0.284429579973
15,2,2,0.0130203217611 -0.0445012075229 -0.998924478502 0.0740705589956 0.611918493705 0.790451674594 -0.0272379733542 -0.0420459207735 0.79081364953 -0.610905715033 0.0375230470152 0.875064050345 0.0 0.0 0.0 1.0,329 124 119 133,,0.7162904,0.095821,0.320355534554
16,-1,-1,0.914792 -0.308988 0.260158 3.068686 -0.403620 -0.724291 0.559011 -1.316636 0.015702 -0.616384 -0.787290 1.428890 0.000000 0.000000 0.000000 1.000000,,images/rgb_000016.png,,,
16,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
16,4,4,-0.975984841214 0.145988992063 0.161681179847 0.0771438227874 0.0199622272199 0.799022024475 -0.600970310322 -0.113283811091 -0.216921873505 -0.583310396445 -0.782747649115 0.814458889906 0.0 0.0 0.0 1.0,346 114 58 81,,0.9985039,0.20181522,0.266973644495
16,2,2,-0.00443365968181 0.998080895297 0.0617646266409 0.090443255123 0.623994134857 -0.0455035212409 0.780103037565 -0.0475447618406 0.781416446158 0.0419994761509 -0.622594877651 0.88471368132 0.0 0.0 0.0 1.0,328 121 120 136,,0.784841,0.11575235,0.665706038475
17,-1,-1,0.914792 -0.308988 0.260158 3.068686 -0.403620 -0.724291 0.559011 -1.316636 0.015702 -0.616384 -0.787290 1.428890 0.000000 0.000000 0.000000 1.000000,,images/rgb_000017.png,,,
17,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
17,4,4,0.363174391964 0.717445784483 0.594454293743 0.0642483048332 -0.125209667585 0.669811169826 -0.731898583083 -0.10760454795 -0.923269679002 0.191375398376 0.333089412518 0.796901473888 0.0 0.0 0.0 1.0,347 113 56 81,,0.99786985,0.2284178,0.0992708653212
17,2,2,-0.0141940470218 -0.173879701162 0.984664602062 0.119626256285 0.619602957627 -0.774437263899 -0.127824485857 -0.0411192017794 0.784787043681 0.608286752945 0.11872877605 0.877404269207 0.0 0.0 0.0 1.0,334 125 115 131,,0.8751474,0.050963804,0.548143744469
18,-1,-1,0.914792 -0.308988 0.260158 3.068686 -0.403620 -0.724291 0.559011 -1.316636 0.015702 -0.616384 -0.787290 1.428890 0.000000 0.000000 0.000000 1.000000,,images/rgb_000018.png,,,
18,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
18,4,4,-0.406195324923 0.913783990828 0.00204355514683 0.0722597908904 0.691941993928 0.309041253567 -0.652464390318 -0.112795147653 -0.596843057302 -0.263613963403 -0.75781662904 0.81679370172 0.0 0.0 0.0 1.0,346 113 58 82,,0.9985197,0.23457326,0.313475906849
18,2,2,-0.00259063958243 0.995692196408 0.0926840795294 0.0900496605221 0.635206787159 -0.0699453814811 0.769168369836 -0.0472668965235 0.77233776687 0.0608661944031 -0.632289237806 0.884675051133 0.0 0.0 0.0 1.0,329 125 120 130,,0.7551924,0.068654254,0.206895902753
19,-1,-1,0.914792 -0.308988 0.260158 3.068686 -0.403620 -0.724291 0.559011 -1.316636 0.015702 -0.616384 -0.787290 1.428890 0.000000 0.000000 0.000000 1.000000,,images/rgb_000019.png,,,
19,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
19,4,4,0.546075398695 0.219201635889 0.808549504832 0.101224136168 -0.785846739271 0.468437085727 0.40374694933 -0.105242562863 -0.290252581931 -0.855872268238 0.428060859158 0.820994215692 0.0 0.0 0.0 1.0,345 113 58 82,,0.9981065,0.21643609,0.210231527686
19,2,2,-0.00587689925491 0.996472904451 0.0837090959814 0.0915151338103 0.629352922492 -0.0613666416345 0.77469286446 -0.0481562743316 0.777097394801 0.057235356113 -0.62677248903 0.884575579962 0.0 0.0 0.0 1.0,328 125 121 130,,0.82006276,0.0770157,0.232439190149
20,-1,-1,0.914792 -0.308988 0.260158 3.068686 -0.403620 -0.724291 0.559011 -1.316636 0.015702 -0.616384 -0.787290 1.428890 0.000000 0.000000 0.000000 1.000000,,images/rgb_000020.png,,,
20,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
20,4,4,-0.752917030902 0.648458546645 0.112327458182 0.073871740771 0.407690684395 0.593560559602 -0.693883396503 -0.113833267159 -0.516627767774 -0.476641768384 -0.71127236288 0.818147705972 0.0 0.0 0.0 1.0,346 113 57 82,,0.9984565,0.20340061,0.241265311837
20,2,2,-0.00562840992039 0.996128973189 0.0877233707414 0.089905097418 0.632620733787 -0.0643917757563 0.771780218973 -0.048030797571 0.774441300671 0.0598395186095 -0.629809418656 0.884777896852 0.0 0.0 0.0 1.0,329 125 120 130,,0.7673968,0.07786934,0.252364754677
21,-1,-1,0.914792 -0.308988 0.260158 3.068686 -0.403620 -0.724291 0.559011 -1.316636 0.015702 -0.616384 -0.787290 1.428890 0.000000 0.000000 0.000000 1.000000,,images/rgb_000021.png,,,
21,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
21,4,4,-0.467451313626 0.882862904782 0.0451924855459 0.073017366441 0.618491094293 0.363144373195 -0.696846418156 -0.114141145574 -0.631631249757 -0.297790623724 -0.715795158375 0.817483770767 0.0 0.0 0.0 1.0,347 113 56 82,,0.99844414,0.20673104,0.228319436312
21,2,2,-0.0102570749815 0.996161660008 0.0869295090504 0.091199866064 0.631885111994 -0.0609198582925 0.772664206565 -0.0475997418723 0.774994192013 0.0628547372642 -0.628834862543 0.884825719597 0.0 0.0 0.0 1.0,329 124 120 132,,0.7316835,0.11469712,0.632810711861
22,-1,-1,0.914792 -0.308988 0.260158 3.068686 -0.403620 -0.724291 0.559011 -1.316636 0.015702 -0.616384 -0.787290 1.428890 0.000000 0.000000 0.000000 1.000000,,images/rgb_000022.png,,,
22,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
22,4,4,-0.868312458733 0.475641193369 0.140708667748 0.0743269887124 0.276372071509 0.699495655255 -0.659032856821 -0.112771683967 -0.411888276234 -0.533358494307 -0.738834734194 0.816087700462 0.0 0.0 0.0 1.0,346 113 57 81,,0.997924,0.2206156,0.29510563612
22,2,2,-0.0022623433042 0.996132699364 0.0878323804838 0.0905800842872 0.630945692124 -0.0667208884896 0.772952687187 -0.0474479032213 0.775823701232 0.0571661464316 -0.628354689892 0.884989295973 0.0 0.0 0.0 1.0,336 139 107 115,,0.7652318,0.09544106,0.630926132202
23,-1,-1,0.914792 -0.308988 0.260158 3.068686 -0.403620 -0.724291 0.559011 -1.316636 0.015702 -0.616384 -0.787290 1.428890 0.000000 0.000000 0.000000 1.000000,,images/rgb_000023.png,,,
23,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
23,4,4,-0.43096045718 0.902367445766 0.00246519136114 0.0722683619688 0.679777683311 0.32644832415 -0.656760072577 -0.113643046454 -0.593443666761 -0.281361839063 -0.7540955708 0.8168755155 0.0 0.0 0.0 1.0,346 113 58 82,,0.9984547,0.19481884,0.279198408127
23,2,2,-0.0101905740828 0.99728032132 0.0729939237758 0.0909029294795 0.628094590979 -0.05041640047 0.776502009879 -0.0479813655397 0.778070264811 0.053760089955 -0.625872603447 0.88417661032 0.0 0.0 0.0 1.0,329 125 119 132,,0.79460347,0.11985101,0.261719197035
24,-1,-1,0.914792 -0.308988 0.260158 3.068686 -0.403620 -0.724291 0.559011 -1.316636 0.015702 -0.616384 -0.787290 1.428890 0.000000 0.000000 0.000000 1.000000,,images/rgb_000024.png,,,
24,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
24,4,4,-0.316618730641 0.9485010688 0.00991473106672 0.0720875332378 0.694518217453 0.238930717565 -0.678643174157 -0.112868649932 -0.64606270983 -0.207985179013 -0.734401212062 0.81656898602 0.0 0.0 0.0 1.0,347 113 56 82,,0.9979037,0.23636237,0.303215026855
24,2,2,-0.0113383034254 0.997329598475 0.0721464821177 0.0912077735756 0.628006561218 -0.0490438038725 0.776661100075 -0.0483074040658 0.778125441007 0.05411448335 -0.625773458009 0.883703963595 0.0 0.0 0.0 1.0,329 125 120 130,,0.77395415,0.12440179,0.279729574919
25,-1,-1,0.914792 -0.308988 0.260158 3.068686 -0.403620 -0.724291 0.559011 -1.316636 0.015702 -0.616384 -0.787290 1.428890 0.000000 0.000000 0.000000 1.000000,,images/rgb_000025.png,,,
25,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
25,4,4,-0.203184062323 0.0715013852804 0.976526389157 0.0893816151003 -0.949411373841 0.229507040865 -0.214346825063 -0.108596302873 -0.239445776824 -0.970677119385 0.0212520555359 0.815009172183 0.0 0.0 0.0 1.0,347 113 56 82,,0.99850994,0.20109506,0.203363418579
25,2,2,-0.0114915946566 0.99730403203 0.0724748987573 0.0912291382772 0.620296694128 -0.0497384245608 0.782788669039 -0.0478320099076 0.784283083144 0.0539514301928 -0.618052820294 0.883828758555 0.0 0.0 0.0 1.0,329 125 120 132,,0.8136804,0.12434162,0.69974565506
26,-1,-1,0.914792 -0.308988 0.260158 3.068686 -0.403620 -0.724291 0.559011 -1.316636 0.015702 -0.616384 -0.787290 1.428890 0.000000 0.000000 0.000000 1.000000,,images/rgb_000026.png,,,
26,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
26,4,4,-0.667054848786 0.734589480121 0.124161686551 0.0726256942701 0.455483055891 0.534002967455 -0.712303317798 -0.113475101635 -0.589553232971 -0.418591837528 -0.690802329938 0.818045134663 0.0 0.0 0.0 1.0,347 113 56 81,,0.998694,0.20917715,0.246443927288
27,-1,-1,0.914792 -0.308988 0.260158 3.068686 -0.403620 -0.724291 0.559011 -1.316636 0.015702 -0.616384 -0.787290 1.428890 0.000000 0.000000 0.000000 1.000000,,images/rgb_000027.png,,,
27,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
27,4,4,-0.524259528508 0.850543214632 0.0415714663199 0.0723681165221 0.589266464675 0.397589953569 -0.703340075945 -0.113018321478 -0.614749526538 -0.344236065606 -0.709636914737 0.81733380579 0.0 0.0 0.0 1.0,347 113 56 82,,0.99894124,0.21839939,0.282798051834
27,2,2,-0.0106938910597 0.99693934651 0.0774440447965 0.0913482920353 0.627569912065 -0.0536046705148 0.776712652639 -0.048209652995 0.778486766852 0.056907632875 -0.625075895517 0.883971275769 0.0 0.0 0.0 1.0,330 130 118 124,,0.76659507,0.099384226,0.297513604164
28,-1,-1,0.914792 -0.308988 0.260158 3.068686 -0.403620 -0.724291 0.559011 -1.316636 0.015702 -0.616384 -0.787290 1.428890 0.000000 0.000000 0.000000 1.000000,,images/rgb_000028.png,,,
28,0,0,0.999633 -0.0190627 0.0192393 0.0418849 -0.00311418 -0.786549 -0.617521 0.0379663 0.0269043 0.617234 -0.786319 0.849153 0 0 3.95253e-323 1,,,1.0,1.0,1.0
28,4,4,-0.453625872767 0.891152841575 0.00837738083188 0.0724682803361 0.6606359553 0.342564762349 -0.667989160213 -0.112799660811 -0.598150233738 -0.297482766811 -0.744123848112 0.817267173471 0.0 0.0 0.0 1.0,348 113 55 81,,0.99865305,0.22724867,0.277688980103
28,2,2,-0.00655951497737 0.995472464921 0.0948237541283 0.0906352964938 0.636945558207 -0.0689416475987 0.767819904084 -0.047864008847 0.770880878375 0.0654340951653 -0.633609541079 0.8851340526 0.0 0.0 0.0 1.0,329 126 120 128,,0.7954128,0.07899637,0.596975028515
29,-1,-1,0.914792 -0.308988 0.260158 3.068686 -0.403620 -0.724291 0.559011 -1.316636 0.015702 -0.616384 -0.787290 1.428890 0.000000 0.000000 0.000000 1.000000,,images/rgb_000029.png,,,
